Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-03 09:15:00+05:30,1068.949951171875,1068.949951171875,1051.050048828125,1055.449951171875,0,0.0,0.0
2025-02-03 09:16:00+05:30,1055.449951171875,1055.449951171875,1050.199951171875,1054.5,32649,0.0,0.0
2025-02-03 09:17:00+05:30,1054.3499755859375,1062.050048828125,1053.550048828125,1058.050048828125,19069,0.0,0.0
2025-02-03 09:18:00+05:30,1057.6500244140625,1063.0,1057.6500244140625,1063.0,7093,0.0,0.0
2025-02-03 09:19:00+05:30,1063.5,1064.199951171875,1061.0,1061.6500244140625,12500,0.0,0.0
2025-02-03 09:20:00+05:30,1062.199951171875,1064.5999755859375,1061.550048828125,1061.550048828125,6256,0.0,0.0
2025-02-03 09:21:00+05:30,1061.3499755859375,1063.699951171875,1060.449951171875,1060.449951171875,10932,0.0,0.0
2025-02-03 09:22:00+05:30,1060.1500244140625,1063.800048828125,1059.0999755859375,1063.800048828125,6904,0.0,0.0
2025-02-03 09:23:00+05:30,1064.75,1064.75,1061.1500244140625,1061.300048828125,7401,0.0,0.0
2025-02-03 09:24:00+05:30,1061.300048828125,1064.5999755859375,1060.5,1060.5,9647,0.0,0.0
2025-02-03 09:25:00+05:30,1060.4000244140625,1062.699951171875,1059.0,1059.0,6445,0.0,0.0
2025-02-03 09:26:00+05:30,1059.0,1066.0999755859375,1059.0,1065.699951171875,9812,0.0,0.0
2025-02-03 09:27:00+05:30,1065.6500244140625,1065.6500244140625,1062.699951171875,1064.9000244140625,3686,0.0,0.0
2025-02-03 09:28:00+05:30,1065.75,1069.0,1065.75,1069.0,8804,0.0,0.0
2025-02-03 09:29:00+05:30,1068.300048828125,1070.699951171875,1068.300048828125,1070.0999755859375,12586,0.0,0.0
2025-02-03 09:30:00+05:30,1069.550048828125,1069.550048828125,1066.050048828125,1067.800048828125,8374,0.0,0.0
2025-02-03 09:31:00+05:30,1068.050048828125,1070.5999755859375,1068.050048828125,1070.5999755859375,7741,0.0,0.0
2025-02-03 09:32:00+05:30,1069.6500244140625,1069.6500244140625,1067.5,1067.5,4256,0.0,0.0
2025-02-03 09:33:00+05:30,1067.9000244140625,1069.1500244140625,1066.199951171875,1069.1500244140625,1577,0.0,0.0
2025-02-03 09:34:00+05:30,1068.550048828125,1068.550048828125,1064.9000244140625,1065.300048828125,6353,0.0,0.0
2025-02-03 09:35:00+05:30,1066.0999755859375,1067.3499755859375,1065.5999755859375,1066.300048828125,1813,0.0,0.0
2025-02-03 09:36:00+05:30,1067.300048828125,1068.25,1066.9000244140625,1067.3499755859375,3482,0.0,0.0
2025-02-03 09:37:00+05:30,1068.5,1070.550048828125,1068.5,1069.4000244140625,4200,0.0,0.0
2025-02-03 09:38:00+05:30,1069.5999755859375,1069.5999755859375,1066.5,1067.0,2948,0.0,0.0
2025-02-03 09:39:00+05:30,1067.6500244140625,1069.5999755859375,1067.0,1069.550048828125,4498,0.0,0.0
2025-02-03 09:40:00+05:30,1069.050048828125,1073.449951171875,1069.050048828125,1073.449951171875,15293,0.0,0.0
2025-02-03 09:41:00+05:30,1073.800048828125,1073.800048828125,1068.4000244140625,1069.0,14167,0.0,0.0
2025-02-03 09:42:00+05:30,1069.0,1069.5,1067.300048828125,1068.449951171875,10912,0.0,0.0
2025-02-03 09:43:00+05:30,1068.0,1068.9000244140625,1067.550048828125,1068.9000244140625,4270,0.0,0.0
2025-02-03 09:44:00+05:30,1068.5999755859375,1068.699951171875,1066.300048828125,1066.699951171875,4375,0.0,0.0
2025-02-03 09:45:00+05:30,1066.8499755859375,1066.8499755859375,1065.5,1066.199951171875,2940,0.0,0.0
2025-02-03 09:46:00+05:30,1065.800048828125,1066.0,1065.4000244140625,1065.6500244140625,2516,0.0,0.0
2025-02-03 09:47:00+05:30,1065.699951171875,1065.699951171875,1062.8499755859375,1062.8499755859375,5829,0.0,0.0
2025-02-03 09:48:00+05:30,1063.0,1064.0,1061.5999755859375,1062.949951171875,5650,0.0,0.0
2025-02-03 09:49:00+05:30,1062.5999755859375,1063.25,1061.25,1061.25,6100,0.0,0.0
2025-02-03 09:50:00+05:30,1062.0999755859375,1062.699951171875,1060.550048828125,1062.699951171875,3097,0.0,0.0
2025-02-03 09:51:00+05:30,1062.550048828125,1063.699951171875,1062.3499755859375,1062.3499755859375,1257,0.0,0.0
2025-02-03 09:52:00+05:30,1062.3499755859375,1063.3499755859375,1062.25,1062.800048828125,1822,0.0,0.0
2025-02-03 09:53:00+05:30,1062.75,1063.5,1062.75,1063.4000244140625,1589,0.0,0.0
2025-02-03 09:54:00+05:30,1063.4000244140625,1063.449951171875,1062.9000244140625,1063.050048828125,1242,0.0,0.0
